date,close
2023-08-03,84.5764
2023-08-04,86.0744
2023-08-07,85.2273
2023-08-08,86.2171
2023-08-09,86.6629
2023-08-10,85.2362
2023-08-11,85.04
2023-08-14,84.8528
2023-08-15,84.3356
2023-08-16,83.6758
2023-08-17,83.3191
2023-08-18,83.6134
2023-08-21,82.4987
2023-08-22,83.1318
2023-08-23,85.1916
2023-08-24,84.6299
2023-08-25,84.9063
2023-08-28,84.9955
2023-08-29,85.8782
2023-08-30,85.7891
2023-08-31,86.1725
2023-09-01,84.8301
2023-09-05,83.6406
2023-09-06,83.8463
2023-09-07,84.0788
2023-09-08,84.4008
2023-09-11,83.7926
2023-09-12,84.2756
2023-09-13,84.2577
2023-09-14,83.6495
2023-09-15,83.1397
2023-09-18,83.6137
2023-09-19,82.9966
2023-09-20,83.256
2023-09-21,81.1185
2023-09-22,81.7713
2023-09-25,79.759
2023-09-26,79.4818
2023-09-27,79.0704
2023-09-28,79.3119
2023-09-29,79.3208
2023-10-02,77.993
2023-10-03,76.3152
2023-10-04,77.3918
2023-10-05,77.006
2023-10-06,76.073
2023-10-09,77.8584
2023-10-10,77.7507
2023-10-11,79.3746
2023-10-12,77.2214
2023-10-13,78.603
2023-10-16,77.338
2023-10-17,76.4857
2023-10-18,75.8128
2023-10-19,74.2606
2023-10-20,74.6823
2023-10-23,75.5795
2023-10-24,76.5754
2023-10-25,74.8707
2023-10-26,76.0191
2023-10-27,75.6961
2023-10-30,75.3552
2023-10-31,74.9874
2023-11-01,76.6132
2023-11-02,78.3598
2023-11-03,78.8909
2023-11-06,78.1257
2023-11-07,79.2781
2023-11-08,80.6285
2023-11-09,78.7739
2023-11-10,79.215
2023-11-13,79.035
2023-11-14,80.8265
2023-11-15,79.6922
2023-11-16,80.6825
2023-11-17,81.0606
2023-11-20,81.5557
2023-11-21,81.5197
2023-11-22,81.8078
2023-11-24,80.8445
2023-11-27,82.1949
2023-11-28,82.357
2023-11-29,83.3923
2023-11-30,82.429
2023-12-01,83.9815
2023-12-04,83.6473
2023-12-05,85.4445
2023-12-06,86.5825
2023-12-07,86.0858
2023-12-08,85.3813
2023-12-11,85.2007
2023-12-12,85.4536
2023-12-13,87.4585
2023-12-14,89.7336
2023-12-15,89.8332
2023-12-18,89.1175
2023-12-19,89.5977
2023-12-20,90.2047
2023-12-21,89.6339
2023-12-22,89.2262
2023-12-26,89.4799
2023-12-27,91.0654
